month,date,time,month/date,Ufh,Ufc,fH,fC
1,17,17, 01/17,0.0,0.8138182402903369,1.0,0.0
1,17,18, 01/17,0.0,0.8791471677855242,1.0,0.0
1,17,19, 01/17,0.0,0.8898755617090381,1.0,0.0
1,17,20, 01/17,0.0,0.8906541115062485,1.0,0.0
1,17,21, 01/17,0.0,0.8841741206219316,1.0,0.0
1,17,22, 01/17,0.0,0.8913087104144176,1.0,0.0
1,17,23, 01/17,0.0,0.89011601399262,1.0,0.0
1,17,24, 01/17,0.0,0.8784697826413859,1.0,0.0
1,18,1, 01/18,0.0,0.8803574380191704,1.0,0.0
1,18,2, 01/18,0.0,0.8890680108903435,1.0,0.0
1,18,3, 01/18,0.0,0.8964816365647851,1.0,0.0
1,18,4, 01/18,0.0,0.8942052815714662,1.0,0.0
1,18,5, 01/18,0.0,0.8954852256573391,1.0,0.0
1,18,6, 01/18,0.0,0.8930001008975256,1.0,0.0
1,18,7, 01/18,0.0,0.8947155269444348,1.0,0.0
1,18,8, 01/18,1.169962819075062,0.0,1.0,0.0
1,18,9, 01/18,1.2038904924049656,0.0,1.0,0.0
1,18,10, 01/18,1.0746934147417486,0.0,1.0,0.0
1,18,11, 01/18,1.0263009561348393,0.0,1.0,0.0
1,18,12, 01/18,0.9772351221742699,0.0,1.0,0.0
1,18,13, 01/18,0.9374070730517605,0.0,1.0,0.0
1,18,14, 01/18,0.9597849249097329,0.0,1.0,0.0
1,18,15, 01/18,0.7413760413511394,0.0,1.0,0.0
1,18,16, 01/18,0.0,0.4456537857195263,1.0,0.0
1,18,17, 01/18,0.0,0.8332435785708985,1.0,0.0
1,18,18, 01/18,0.0,0.8457853290748927,1.0,0.0
1,18,19, 01/18,0.0,0.8299102604373771,1.0,0.0
